feature,label,boundary
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P04_webcam01_P04_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P04_webcam01_P04_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P04_webcam01_P04_friedegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P04_webcam01_P04_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P04_webcam01_P04_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P04_webcam01_P04_milk.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P04_webcam01_P04_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P04_webcam01_P04_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P04_webcam01_P04_pancake.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P04_webcam01_P04_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P04_webcam01_P04_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P04_webcam01_P04_salat.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P04_webcam01_P04_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P04_webcam01_P04_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P04_webcam01_P04_sandwich.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P04_webcam01_P04_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P04_webcam01_P04_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P04_webcam01_P04_scrambledegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P04_webcam01_P04_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P04_webcam01_P04_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P04_webcam01_P04_tea.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P04_webcam02_P04_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P04_webcam02_P04_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P04_webcam02_P04_cereals.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P04_webcam02_P04_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P04_webcam02_P04_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P04_webcam02_P04_milk.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P04_webcam02_P04_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P04_webcam02_P04_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P04_webcam02_P04_pancake.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P04_webcam02_P04_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P04_webcam02_P04_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P04_webcam02_P04_salat.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P04_webcam02_P04_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P04_webcam02_P04_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P04_webcam02_P04_sandwich.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P04_webcam02_P04_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P04_webcam02_P04_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P04_webcam02_P04_scrambledegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P04_webcam02_P04_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P04_webcam02_P04_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P04_webcam02_P04_tea.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P05_cam01_P05_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P05_cam01_P05_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P05_cam01_P05_cereals.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P05_cam01_P05_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P05_cam01_P05_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P05_cam01_P05_coffee.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P05_cam01_P05_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P05_cam01_P05_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P05_cam01_P05_friedegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P05_cam01_P05_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P05_cam01_P05_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P05_cam01_P05_pancake.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P05_cam01_P05_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P05_cam01_P05_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P05_cam01_P05_salat.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P05_cam01_P05_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P05_cam01_P05_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P05_cam01_P05_sandwich.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P05_cam01_P05_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P05_cam01_P05_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P05_cam01_P05_scrambledegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P05_cam01_P05_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P05_cam01_P05_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P05_cam01_P05_tea.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P05_stereo01_P05_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P05_stereo01_P05_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P05_stereo01_P05_juice.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P05_stereo01_P05_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P05_stereo01_P05_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P05_stereo01_P05_milk.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P06_cam01_P06_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P06_cam01_P06_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P06_cam01_P06_cereals.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P06_cam01_P06_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P06_cam01_P06_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P06_cam01_P06_coffee.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P06_cam01_P06_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P06_cam01_P06_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P06_cam01_P06_juice.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P06_cam01_P06_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P06_cam01_P06_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P06_cam01_P06_milk.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P06_cam01_P06_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P06_cam01_P06_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P06_cam01_P06_pancake.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P06_cam01_P06_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P06_cam01_P06_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P06_cam01_P06_salat.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P06_cam01_P06_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P06_cam01_P06_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P06_cam01_P06_sandwich.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P06_cam01_P06_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P06_cam01_P06_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P06_cam01_P06_scrambledegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P06_cam01_P06_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P06_cam01_P06_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P06_cam01_P06_tea.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P06_stereo01_P06_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P06_stereo01_P06_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P06_stereo01_P06_scrambledegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P07_cam01_P07_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P07_cam01_P07_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P07_cam01_P07_milk.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P07_cam01_P07_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P07_cam01_P07_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P07_cam01_P07_scrambledegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P07_stereo01_P07_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P07_stereo01_P07_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P07_stereo01_P07_friedegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P07_stereo01_P07_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P07_stereo01_P07_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P07_stereo01_P07_juice.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P07_stereo01_P07_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P07_stereo01_P07_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P07_stereo01_P07_milk.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P07_stereo01_P07_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P07_stereo01_P07_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P07_stereo01_P07_sandwich.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P07_stereo01_P07_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P07_stereo01_P07_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P07_stereo01_P07_scrambledegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P07_stereo01_P07_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P07_stereo01_P07_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P07_stereo01_P07_tea.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P07_webcam01_P07_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P07_webcam01_P07_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P07_webcam01_P07_cereals.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P07_webcam01_P07_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P07_webcam01_P07_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P07_webcam01_P07_friedegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P07_webcam01_P07_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P07_webcam01_P07_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P07_webcam01_P07_milk.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P07_webcam01_P07_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P07_webcam01_P07_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P07_webcam01_P07_pancake.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P07_webcam01_P07_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P07_webcam01_P07_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P07_webcam01_P07_salat.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P07_webcam01_P07_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P07_webcam01_P07_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P07_webcam01_P07_sandwich.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P07_webcam01_P07_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P07_webcam01_P07_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P07_webcam01_P07_scrambledegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P07_webcam01_P07_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P07_webcam01_P07_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P07_webcam01_P07_tea.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P08_cam01_P08_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P08_cam01_P08_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P08_cam01_P08_juice.npy
